conversation_id,user_id,session_id,timestamp,channel,language,device,user_type,conversation_turn,previous_utterance,utterance,extracted_entities,intent,topic_category,sentiment,urgency,bot_response,previous_bot_response,suggested_action,is_escalated,escalation_priority,confidence_score,response_time_ms
conv_1050,user_1736,sess_5388,2025-05-20T12:25:16.458838,email,en,tablet,returning,1,,laters,{},goodbye,conversation_flow,negative,low,I'm sorry your experience wasn't better. Please reach out again — we'll prioritize your case.,,close_session,no,P4,0.9537465678778956,1366
conv_255,user_9291,sess_5388,2025-07-18T12:25:16.432575,mobile_app,en,mobile,returning,2,laters,withdraw my order,{},cancellation,order_management,negative,low,I'm sorry you'd like to cancel. I'll do my best to process this quickly for you — please share your order number.,I'm sorry your experience wasn't better. Please reach out again — we'll prioritize your case.,check_cancellation_eligibility,no,P4,0.9789016053763612,1662
conv_1367,user_1672,sess_5389,2026-01-07T12:25:16.469841,web,en,desktop,returning,1,,high priority,{},human_agent,escalation,negative,medium,I'm so sorry for the difficulty. I'm escalating this to a live agent right now who will handle your case urgently.,,transfer_to_live_agent,yes,P2,0.8085399521627995,1848
conv_1240,user_3552,sess_5394,2026-01-20T12:25:16.465746,mobile_app,en,desktop,returning,1,,prepaid shipping label,{},shipping_info,order_management,positive,low,Great news — we offer several shipping methods including same-day in select areas. Want me to check your location?,,fetch_shipping_rates,no,P4,0.8414340710372196,1825
conv_471,user_7853,sess_5396,2025-11-15T12:25:16.439803,chat,en,mobile,new,1,,connection timed out,{},technical_support,technical,neutral,medium,"To diagnose the problem, could you let me know when the issue started and what error message you see?",,run_diagnostic_check,no,P3,0.969538282505148,896
conv_485,user_1161,sess_5397,2025-06-18T12:25:16.440243,web,en,desktop,new,1,,push notifications not arriving,{},technical_support,technical,negative,medium,I'm really sorry you're experiencing this technical issue. Let me escalate this to our technical team right away.,,run_diagnostic_check,no,P3,0.8842824716408368,1484
conv_1258,user_3862,sess_5400,2026-03-16T12:25:16.466317,email,en,tablet,returning,1,,delivery exception,{},shipping_info,order_management,positive,high,Great news — we offer several shipping methods including same-day in select areas. Want me to check your location?,,fetch_shipping_rates,no,P4,0.8223274103824592,1823
conv_1361,user_5300,sess_5407,2026-04-21T12:25:16.469636,web,en,tablet,returning,1,,i will dispute this with my bank,{},human_agent,escalation,neutral,low,Connecting you to a human agent. Please hold on while I transfer the conversation.,,transfer_to_live_agent,yes,P2,0.8437700404344584,1610
conv_253,user_6711,sess_5429,2026-03-27T12:25:16.432507,web,en,desktop,new,1,,intercept my order,{},cancellation,order_management,neutral,low,I can process a cancellation for you. Please provide your order number so I can check its current status.,,check_cancellation_eligibility,no,P4,0.7527401860744212,895
conv_478,user_3199,sess_5442,2025-12-22T12:25:16.440021,web,en,mobile,returning,1,,maintenance mode,{},technical_support,technical,positive,high,I'd be glad to help with that! Could you describe the issue you're experiencing in a bit more detail?,,run_diagnostic_check,no,P4,0.7989844733548889,1607
conv_21,user_9861,sess_5444,2025-11-07T12:25:16.424114,mobile_app,en,tablet,new,1,,my order ORD-559679 when is my delivery coming,{"order_id": "ORD-559679"},order_status,order_management,positive,high,Your order is in transit and looking good! Would you like the tracking link sent to your email?,,lookup_order_by_id,no,P4,0.8428528066150449,1666
conv_466,user_7551,sess_5449,2025-07-07T12:25:16.439642,mobile_app,en,mobile,returning,1,,data not loading,{},technical_support,technical,negative,high,I'm really sorry you're experiencing this technical issue. Let me escalate this to our technical team right away.,,run_diagnostic_check,yes,P1,0.8505261832225203,570
conv_1217,user_6815,sess_5469,2025-11-07T12:25:16.465020,mobile_app,en,tablet,returning,1,,shipping to my location,{},shipping_info,order_management,positive,high,Great news — we offer several shipping methods including same-day in select areas. Want me to check your location?,,fetch_shipping_rates,no,P4,0.952428656369418,728
conv_1246,user_5025,sess_5486,2025-07-09T12:25:16.465939,email,en,tablet,new,1,,click and collect,{},shipping_info,order_management,positive,low,Happy to share shipping details! Standard delivery is 3–5 business days. Express options are available at checkout.,,fetch_shipping_rates,no,P4,0.9735868628951636,1284
conv_194,user_7426,sess_5505,2025-08-23T12:25:16.430588,chat,en,mobile,new,1,,this is poor quality,{},return_refund,order_management,positive,high,No problem at all! Just provide your order number and the item(s) you'd like to return and I'll get the process started.,,initiate_return_flow,no,P4,0.8504071129419021,1271
conv_713,user_7217,sess_5507,2025-06-10T12:25:16.448070,chat,en,mobile,returning,1,,recommendations,{},product_inquiry,product,positive,high,Of course! We have a great range. Could you tell me more about what you're looking for?,,fetch_product_details,no,P4,0.8919499157282127,1097
conv_1250,user_7139,sess_5515,2025-06-14T12:25:16.466064,email,en,desktop,returning,1,,locker delivery for ORD-677991,{"order_id": "ORD-677991"},shipping_info,order_management,neutral,low,We ship via several carriers. Delivery times depend on your location. Would you like to enter your postcode for an estimate?,,fetch_shipping_rates,no,P4,0.958648303700188,1420
conv_388,user_4211,sess_5518,2025-11-13T12:25:16.437110,mobile_app,en,desktop,new,1,,account locked,{},technical_support,technical,negative,high,I'm really sorry you're experiencing this technical issue. Let me escalate this to our technical team right away.,,run_diagnostic_check,yes,P1,0.8408107939942238,1003
conv_1411,user_1034,sess_5522,2025-05-16T12:25:16.471321,chat,en,mobile,new,1,,tell me something interesting,{},out_of_scope,out_of_scope,negative,medium,"I'm sorry about that. While I can't assist with this specific topic, I want to make sure your issue gets resolved.",,request_clarification,no,P3,0.9709076788700636,1375
conv_1440,user_4961,sess_5522,2025-05-26T12:25:16.472264,chat,en,tablet,new,2,tell me something interesting,how do planes fly,{},out_of_scope,out_of_scope,neutral,high,"I'm not sure I can help with that specific request. I'm best equipped to assist with orders, accounts, and product queries.","I'm sorry about that. While I can't assist with this specific topic, I want to make sure your issue gets resolved.",request_clarification,no,P4,0.972693900752524,1838
conv_384,user_4449,sess_5522,2025-11-21T12:25:16.436981,mobile_app,en,tablet,returning,3,how do planes fly,website down,{},technical_support,technical,neutral,low,"To diagnose the problem, could you let me know when the issue started and what error message you see?","I'm not sure I can help with that specific request. I'm best equipped to assist with orders, accounts, and product queries.",run_diagnostic_check,no,P4,0.8917983654695728,1848
conv_337,user_9421,sess_5524,2025-07-09T12:25:16.435436,chat,en,desktop,new,1,,ACC-697392 - my promo code didnt work,{},billing_issue,billing_and_payments,positive,high,Happy to look into that for you. Can you tell me a bit more about the charge you're seeing?,,review_billing_account,no,P4,0.8341954897257255,1253
conv_1395,user_8279,sess_5525,2025-06-10T12:25:16.470777,web,en,desktop,returning,1,,sports score,{},out_of_scope,out_of_scope,negative,medium,I apologize for not being more helpful. Let me see if I can direct you to the right resource.,,request_clarification,no,P3,0.7904708895076812,1251
conv_796,user_3243,sess_5525,2025-12-06T12:25:16.450707,chat,en,desktop,returning,2,sports score,similar to this product,{},product_inquiry,product,positive,low,Great question! I'd love to help you find the right product. Which one are you interested in?,I apologize for not being more helpful. Let me see if I can direct you to the right resource.,fetch_product_details,no,P4,0.766097248775718,592
conv_246,user_8350,sess_5542,2025-07-30T12:25:16.432286,chat,en,tablet,returning,1,,ordered wrong size,{},cancellation,order_management,positive,medium,I'll get that cancellation processed for you. You should receive a confirmation email within a few minutes.,,check_cancellation_eligibility,no,P3,0.839933456006934,1217
conv_327,user_2163,sess_5545,2025-06-15T12:25:16.435108,mobile_app,en,desktop,returning,1,,double billed,{},billing_issue,billing_and_payments,negative,medium,I'm sorry about this billing problem. I'm reviewing your account urgently and will follow up with a resolution.,,review_billing_account,no,P3,0.7587674863468243,520
conv_1133,user_1280,sess_5547,2025-07-03T12:25:16.462202,mobile_app,en,desktop,new,1,,you have been wonderful,{},thanks,conversation_flow,neutral,low,Happy to help! Is there anything else you need today?,,check_if_resolved,no,P4,0.9482413447724062,1893
conv_476,user_2025,sess_5552,2025-07-31T12:25:16.439959,chat,en,mobile,new,1,,internal server error,{},technical_support,technical,negative,medium,I'm really sorry you're experiencing this technical issue. Let me escalate this to our technical team right away.,,run_diagnostic_check,no,P3,0.7125378789097037,1666
conv_211,user_1996,sess_5557,2025-11-03T12:25:16.431154,mobile_app,en,mobile,new,1,,urgent cancellation,{"action": "cancel"},cancellation,order_management,positive,medium,I'll get that cancellation processed for you. You should receive a confirmation email within a few minutes.,,check_cancellation_eligibility,no,P3,0.7216606981803229,1146
conv_1243,user_2254,sess_5562,2025-12-13T12:25:16.465840,mobile_app,en,mobile,returning,1,,ORD-401131 - where to drop off return,"{""order_id"": ""ORD-401131"", ""action"": ""refund""}",shipping_info,order_management,positive,high,We ship to most locations! Standard shipping is free on orders over a set amount. Would you like the full breakdown?,,fetch_shipping_rates,no,P4,0.906247034156698,942
conv_396,user_6134,sess_5570,2025-05-14T12:25:16.437385,email,en,tablet,returning,1,,app not loading,{},technical_support,technical,neutral,medium,Let me look into that technical problem. Can you confirm the device type and operating system you're using?,,run_diagnostic_check,no,P3,0.8199610439810425,1166
conv_261,user_2399,sess_5571,2025-12-04T12:25:16.432779,web,en,mobile,new,1,,how long does cancellation take order number ORD-308806,"{""order_id"": ""ORD-308806"", ""action"": ""cancel""}",cancellation,order_management,neutral,high,I can process a cancellation for you. Please provide your order number so I can check its current status.,,check_cancellation_eligibility,no,P4,0.9849246931816084,1264
conv_1274,user_4312,sess_5571,2025-12-12T12:25:16.466822,email,en,mobile,new,2,how long does cancellation take order number ORD-308806,talk to a person,{},human_agent,escalation,negative,low,I hear you and I'm escalating this immediately. A human agent will be with you shortly to resolve this.,I can process a cancellation for you. Please provide your order number so I can check its current status.,transfer_to_live_agent,yes,P2,0.7273455710759291,1811
conv_1041,user_5406,sess_5582,2026-03-21T12:25:16.458554,email,en,mobile,new,1,,have a nice day,{},goodbye,conversation_flow,positive,medium,Glad I could help! Take care and have a great day!,,close_session,no,P3,0.8169398708722208,968
conv_374,user_3230,sess_5583,2025-06-18T12:25:16.436645,chat,en,desktop,new,1,,update my billing address,{},billing_issue,billing_and_payments,negative,low,I sincerely apologize for the billing error. I'm looking into this now and will ensure any incorrect charges are reversed.,,review_billing_account,no,P4,0.8383880555404475,578
conv_282,user_8639,sess_5584,2025-08-19T12:25:16.433463,email,en,mobile,new,1,,incorrect charge,{},billing_issue,billing_and_payments,neutral,low,"Let me check your account. To verify your identity, could you confirm the email address on file?",,review_billing_account,no,P4,0.8285334795658112,578
conv_425,user_2576,sess_5587,2026-03-04T12:25:16.438319,chat,en,tablet,returning,1,,the website is broken,{},technical_support,technical,neutral,high,"To diagnose the problem, could you let me know when the issue started and what error message you see?",,run_diagnostic_check,no,P4,0.9007466228811348,1268
conv_813,user_7325,sess_5591,2025-11-15T12:25:16.451242,email,en,desktop,returning,1,,warranty info,{},product_inquiry,product,positive,high,"Happy to help! I can provide full product details, availability, and pricing. Which product caught your eye?",,fetch_product_details,no,P4,0.8410890697417186,792
conv_685,user_8807,sess_5595,2026-02-08T12:25:16.447175,web,en,tablet,new,1,,directions to appointment,{},appointment_booking,scheduling,negative,low,I apologize for the inconvenience. I'll ensure we get you booked in as soon as possible.,,check_availability_calendar,no,P4,0.8208268674455026,972
conv_1302,user_4544,sess_5600,2026-04-16T12:25:16.467700,email,en,mobile,returning,1,,email support,{},human_agent,escalation,negative,high,I completely understand — I'm immediately connecting you with a senior agent who will prioritize your case.,,transfer_to_live_agent,yes,P1,0.7403979206997998,1959
conv_978,user_8468,sess_5602,2025-09-11T12:25:16.456508,web,en,tablet,returning,1,,i am new here,{},greeting,conversation_flow,negative,high,Hi there. I can tell something isn't right — let me do my best to resolve things for you today.,,present_main_menu,yes,P1,0.7340198510628706,506
conv_862,user_4589,sess_5604,2026-04-07T12:25:16.452782,email,en,mobile,returning,1,,five star review,{},feedback,feedback_and_general,negative,low,I'm sorry the experience didn't meet your expectations. We value your feedback and will use it to make things better.,,log_feedback_ticket,no,P4,0.9596250672835142,646
conv_995,user_6208,sess_5606,2025-09-14T12:25:16.457057,web,en,desktop,new,1,,i have a quick question,{},greeting,conversation_flow,neutral,low,Good day! How can I help you today?,,present_main_menu,no,P4,0.7347040630490974,637
conv_1105,user_8088,sess_5615,2026-02-14T12:25:16.461212,email,en,desktop,returning,1,,you solved my problem,{},thanks,conversation_flow,positive,high,Glad I could help! That's what I'm here for. Anything else you need?,,check_if_resolved,no,P4,0.9927940381783276,847
conv_771,user_9491,sess_5623,2025-11-03T12:25:16.449918,email,en,tablet,returning,1,,spare parts,{},product_inquiry,product,neutral,high,Let me look that up for you. Could you share the product name or item code?,,fetch_product_details,no,P4,0.7807874628380111,1795
conv_911,user_6593,sess_5623,2026-02-07T12:25:16.454346,chat,en,desktop,new,2,spare parts,app feedback,{},feedback,feedback_and_general,positive,low,That's wonderful to hear! Your kind words mean a lot to the whole team. We'll keep up the good work!,Let me look that up for you. Could you share the product name or item code?,log_feedback_ticket,no,P4,0.964148855413903,1384
conv_292,user_5258,sess_5629,2025-10-19T12:25:16.433806,web,en,desktop,returning,1,,suspicious charge,{},billing_issue,billing_and_payments,neutral,low,"Let me check your account. To verify your identity, could you confirm the email address on file?",,review_billing_account,no,P4,0.7607590537530967,1309
conv_605,user_7071,sess_5639,2025-08-05T12:25:16.444510,email,en,desktop,returning,1,,reserve time,{},appointment_booking,scheduling,negative,high,I'm sorry for any difficulty booking. Let me take care of this for you — what time and date would you prefer?,,check_availability_calendar,yes,P1,0.7805932631465065,1728
conv_626,user_1275,sess_5640,2025-08-01T12:25:16.445221,chat,en,tablet,returning,1,,group session booking,{},appointment_booking,scheduling,neutral,low,"I can book an appointment for you. Please share your preferred date, time, and the type of appointment needed.",,check_availability_calendar,no,P4,0.80635371696283,1298
conv_745,user_4816,sess_5643,2026-03-27T12:25:16.449094,web,en,tablet,new,1,,wholesale pricing,{},product_inquiry,product,neutral,medium,I can help with product information. Could you provide the product name or category you're interested in?,,fetch_product_details,no,P3,0.8571381236656536,1078
conv_802,user_8403,sess_5649,2025-11-05T12:25:16.450894,chat,en,mobile,returning,1,,suitable for children,{},product_inquiry,product,negative,high,That's not the experience we want. Let me personally walk you through the product details you need.,,fetch_product_details,yes,P1,0.8520055351255371,1688
conv_618,user_6410,sess_5655,2025-08-13T12:25:16.444956,email,en,desktop,returning,1,,next available slot,{},appointment_booking,scheduling,negative,high,I'm sorry for any difficulty booking. Let me take care of this for you — what time and date would you prefer?,,check_availability_calendar,yes,P1,0.949269164584964,802
conv_836,user_4964,sess_5660,2025-08-15T12:25:16.451964,email,en,desktop,new,1,,praise service,{},feedback,feedback_and_general,negative,medium,Thank you for bringing this to our attention. I sincerely apologize and want to assure you this will be addressed.,,log_feedback_ticket,no,P3,0.8491399565468886,1720
conv_59,user_2988,sess_5673,2026-02-13T12:25:16.425356,web,en,desktop,returning,1,,ORD-970809 - order hasnt moved in days,{"order_id": "ORD-970809"},order_status,order_management,neutral,low,Your order status shows it's processing. Expected delivery is 3–5 business days from dispatch.,,lookup_order_by_id,no,P4,0.8709851501122976,1174
conv_142,user_1498,sess_5675,2025-07-01T12:25:16.428819,web,en,mobile,new,1,,this product is not what i expected for ORD-754854,{"order_id": "ORD-754854"},return_refund,order_management,negative,high,I'm sorry to hear you're not satisfied. I want to make this right — let me start the return process for you immediately.,,initiate_return_flow,yes,P1,0.8998440914065551,1970
conv_894,user_5074,sess_5676,2026-02-22T12:25:16.453800,mobile_app,en,mobile,new,1,,neutral feedback,{},feedback,feedback_and_general,negative,medium,I'm truly sorry to hear about your experience. Your feedback is taken very seriously and I will escalate this right away.,,log_feedback_ticket,no,P3,0.9818521967534906,1721
conv_1139,user_7275,sess_5679,2025-07-09T12:25:16.462484,web,en,mobile,returning,1,,you made this so easy,{},thanks,conversation_flow,negative,medium,Of course. I hope we can do better for you in the future. Please let us know if anything else comes up.,,check_if_resolved,no,P3,0.966440136518966,1695
conv_1407,user_4281,sess_5685,2025-10-25T12:25:16.471183,mobile_app,en,mobile,new,1,,who invented the telephone,{},out_of_scope,out_of_scope,positive,low,"That's an interesting question! Unfortunately it's a bit outside my area of expertise, but I'm happy to help with anything support-related.",,request_clarification,no,P4,0.9012322394262552,554
conv_400,user_3205,sess_5706,2025-10-16T12:25:16.437515,chat,en,mobile,returning,1,,error code,{},technical_support,technical,positive,high,I'd be glad to help with that! Could you describe the issue you're experiencing in a bit more detail?,,run_diagnostic_check,no,P4,0.7324410960283713,1788
conv_1019,user_1904,sess_5709,2025-11-23T12:25:16.457852,web,en,mobile,new,1,,talk later,{},goodbye,conversation_flow,negative,medium,I'm sorry I couldn't fully resolve things today. Please don't hesitate to reach out again — we'll make it right.,,close_session,no,P3,0.7831891331805094,618
conv_146,user_2257,sess_5711,2025-05-08T12:25:16.428956,chat,en,mobile,returning,1,,do i need to pay for return shipping,{"action": "refund"},return_refund,order_management,negative,high,I'm sorry to hear you're not satisfied. I want to make this right — let me start the return process for you immediately.,,initiate_return_flow,yes,P1,0.7491893803097585,1505
conv_1317,user_9138,sess_5711,2026-01-31T12:25:16.468173,chat,en,mobile,new,2,do i need to pay for return shipping,what is your phone number,{},human_agent,escalation,positive,medium,Sure! Let me transfer you to one of our support specialists. Your wait time is approximately 2–3 minutes.,I'm sorry to hear you're not satisfied. I want to make this right — let me start the return process for you immediately.,transfer_to_live_agent,yes,P2,0.8175991509529137,1458
conv_108,user_6542,sess_5713,2025-10-18T12:25:16.427601,email,en,desktop,new,1,,refund status,{"action": "refund"},return_refund,order_management,neutral,medium,I can assist you with a return or refund. Please share your order number and reason for return so I can proceed.,,initiate_return_flow,no,P3,0.9593220310199644,981
conv_1127,user_5373,sess_5713,2026-01-08T12:25:16.462004,web,en,tablet,returning,2,refund status,thanks for your time,{},thanks,conversation_flow,negative,low,You're welcome. I'm sorry it came to this — please don't hesitate to reach out if issues persist.,I can assist you with a return or refund. Please share your order number and reason for return so I can proceed.,check_if_resolved,no,P4,0.951839807287218,929
conv_241,user_1507,sess_5713,2026-03-27T12:25:16.432130,chat,en,tablet,returning,3,thanks for your time,cancel as soon as possible order number ORD-601071,"{""order_id"": ""ORD-601071"", ""action"": ""cancel""}",cancellation,order_management,positive,low,"Sure! I can cancel that order for you. Please note that if the order has already shipped, we may need to process it as a return instead.",You're welcome. I'm sorry it came to this — please don't hesitate to reach out if issues persist.,check_cancellation_eligibility,no,P4,0.9846624666057407,1647
conv_1515,user_5222,sess_5719,2026-04-27T15:50:30.118877,chat,en,desktop,returning,1,,ACC-721512 two factor authentication,{},account_help,account,negative,low,I'm sorry you're having trouble with your account. Let me prioritize getting this resolved for you right away.,,authenticate_and_load_account,no,P4,0.88,1849
conv_1327,user_1471,sess_5720,2026-01-27T12:25:16.468487,email,en,desktop,new,1,,i want to email someone,{},human_agent,escalation,negative,low,I completely understand — I'm immediately connecting you with a senior agent who will prioritize your case.,,transfer_to_live_agent,yes,P2,0.8345133943133407,1461
conv_877,user_4345,sess_5722,2025-06-16T12:25:16.453248,chat,en,desktop,returning,1,,i am frustrated,{},feedback,feedback_and_general,neutral,low,Thank you for taking the time to share your feedback. We value every comment and use it to improve.,,log_feedback_ticket,no,P4,0.710114962930369,779
conv_333,user_2157,sess_5723,2025-09-12T12:25:16.435304,chat,en,desktop,new,1,,discount not applied,{},billing_issue,billing_and_payments,neutral,medium,I'll review your billing history now. It may take a moment to pull up all the details.,,review_billing_account,no,P3,0.9756529437078428,806
conv_1155,user_1568,sess_5727,2026-04-09T12:25:16.463024,web,en,tablet,new,1,,i will give you five stars,{},thanks,conversation_flow,neutral,low,You're welcome! Let me know if there's anything else I can assist you with.,,check_if_resolved,no,P4,0.7403608183708317,552
conv_205,user_6839,sess_5728,2026-01-25T12:25:16.430957,mobile_app,en,desktop,new,1,,my order ORD-577908 undo order,{"order_id": "ORD-577908"},cancellation,order_management,negative,low,I'm sorry about this experience. I'm prioritizing your cancellation request and will confirm once it's done.,,check_cancellation_eligibility,no,P4,0.9585878667806814,775
conv_789,user_8091,sess_5732,2025-12-15T12:25:16.450489,mobile_app,en,mobile,new,1,,exclusive product,{},product_inquiry,product,neutral,high,I can help with product information. Could you provide the product name or category you're interested in?,,fetch_product_details,no,P4,0.7002402653165616,544
conv_258,user_3673,sess_5749,2025-11-29T12:25:16.432676,chat,en,mobile,returning,1,,i want a cancellation,{"action": "cancel"},cancellation,order_management,positive,high,"No problem! If your order hasn't been dispatched yet, I can cancel it right now. Could you confirm the order number?",,check_cancellation_eligibility,no,P4,0.8733353975307976,1495
conv_795,user_3272,sess_5758,2025-07-22T12:25:16.450676,chat,en,desktop,new,1,,alternative to discontinued product,{},product_inquiry,product,neutral,medium,"I'll check the product details for you. What specific information are you looking for — price, specs, or availability?",,fetch_product_details,no,P3,0.8047763921838037,1515
conv_294,user_5867,sess_5760,2025-08-02T12:25:16.433874,email,en,tablet,returning,1,,payment not processed,{},billing_issue,billing_and_payments,positive,medium,I can help with that billing question! Let me pull up your account and take a look.,,review_billing_account,no,P3,0.7583602075114132,1548
conv_121,user_4967,sess_5778,2025-05-04T12:25:16.428076,chat,en,desktop,returning,1,,order ORD-886461 can i still return this,"{""order_id"": ""ORD-886461"", ""action"": ""refund""}",return_refund,order_management,neutral,high,I've noted your return request. Please confirm the items and reason and I'll initiate the process for you.,,initiate_return_flow,no,P4,0.9748485133483612,1271
conv_42,user_3823,sess_5778,2025-08-06T12:25:16.424801,chat,en,tablet,returning,2,order ORD-886461 can i still return this,still waiting for my order,{},order_status,order_management,negative,high,I'm sorry to hear you're having trouble with your order. I'm looking into it right now — please bear with me.,I've noted your return request. Please confirm the items and reason and I'll initiate the process for you.,lookup_order_by_id,yes,P1,0.9135868179718358,1309
conv_599,user_6387,sess_5778,2025-12-21T12:25:16.444303,web,en,tablet,new,3,still waiting for my order,what data do you have on me,{},account_help,account,negative,medium,That's not the experience we want you to have. I'm escalating your account issue to ensure it's resolved quickly.,I'm sorry to hear you're having trouble with your order. I'm looking into it right now — please bear with me.,authenticate_and_load_account,no,P3,0.75989065112043,1790
conv_1188,user_8286,sess_5780,2025-10-28T12:25:16.464091,chat,en,desktop,new,1,,shipping to australia,{},shipping_info,order_management,negative,medium,I'm sorry you're having trouble with shipping. Let me look into the details of your delivery right away.,,fetch_shipping_rates,no,P3,0.9262670263982404,725
conv_558,user_7110,sess_5781,2026-01-15T12:25:16.442578,chat,en,desktop,returning,1,,account security alert,{},account_help,account,positive,low,Sure! I can help you with your account. What would you like to update or access?,,authenticate_and_load_account,no,P4,0.7639038444348052,769
conv_317,user_5958,sess_5781,2026-03-01T12:25:16.434765,web,en,tablet,returning,2,account security alert,why was i charged,{},billing_issue,billing_and_payments,positive,medium,I can help with that billing question! Let me pull up your account and take a look.,Sure! I can help you with your account. What would you like to update or access?,review_billing_account,no,P3,0.7012148050530929,1794
conv_6,user_3810,sess_5808,2025-10-30T12:25:16.423612,email,en,desktop,returning,1,,what happened to my order,{},order_status,order_management,positive,medium,Happy to help! I can see your order is currently being processed. Estimated delivery is within 3–5 business days.,,lookup_order_by_id,no,P3,0.8737478268782797,1653
conv_182,user_1797,sess_5809,2025-05-07T12:25:16.430193,email,en,desktop,returning,1,,quality not as expected,{},return_refund,order_management,negative,medium,That's really not the experience we want you to have. Let me get your refund sorted out right away.,,initiate_return_flow,no,P3,0.9500489433350372,1934
conv_421,user_1938,sess_5810,2025-04-26T12:25:16.438194,email,en,tablet,returning,1,,button not working,{},technical_support,technical,positive,medium,I'd be glad to help with that! Could you describe the issue you're experiencing in a bit more detail?,,run_diagnostic_check,no,P3,0.8709853467117753,1577
conv_555,user_9154,sess_5819,2026-04-08T12:25:16.442480,chat,en,tablet,new,1,,someone else logged into my account ACC-321177,{},account_help,account,positive,high,Of course! Let me bring up your account. What do you need help with today?,,authenticate_and_load_account,no,P4,0.8019120563464277,770
conv_1073,user_1506,sess_5824,2025-06-16T12:25:16.459585,chat,en,mobile,new,1,,appreciate it goodbye,{},goodbye,conversation_flow,neutral,medium,Take care! Don't hesitate to contact us again in the future.,,close_session,no,P3,0.9341976576261686,1385
conv_415,user_4720,sess_5824,2025-11-02T12:25:16.437999,mobile_app,en,desktop,new,2,appreciate it goodbye,app wont open,{},technical_support,technical,negative,low,I apologize for the trouble you're having. I'm going to connect you with a specialist who can resolve this quickly.,Take care! Don't hesitate to contact us again in the future.,run_diagnostic_check,no,P4,0.8563125192967576,640
conv_390,user_6310,sess_5828,2026-04-18T12:25:16.437190,mobile_app,en,desktop,returning,1,,slow loading,{},technical_support,technical,neutral,low,Let me look into that technical problem. Can you confirm the device type and operating system you're using?,,run_diagnostic_check,no,P4,0.9977322757402578,541
conv_395,user_1633,sess_5839,2025-07-12T12:25:16.437353,chat,en,mobile,new,1,,compatibility problem,{},technical_support,technical,neutral,medium,I can help you with the technical issue. Please describe what's happening and I'll walk you through the steps.,,run_diagnostic_check,no,P3,0.8695509388482456,1539
conv_535,user_2824,sess_5840,2025-08-16T12:25:16.441849,chat,en,mobile,returning,1,,password incorrect,{},account_help,account,negative,medium,I apologize for the inconvenience. I'm pulling up your account details now to identify the issue.,,authenticate_and_load_account,no,P3,0.7484804247031895,1347
conv_584,user_9316,sess_5843,2026-02-14T12:25:16.443456,email,en,mobile,returning,1,,id verification,{},account_help,account,positive,high,Of course! Let me bring up your account. What do you need help with today?,,authenticate_and_load_account,no,P4,0.8528217221900759,714
conv_31,user_4004,sess_5848,2025-05-13T12:25:16.424436,mobile_app,en,tablet,returning,1,,find my order by email for ORD-847154,{"order_id": "ORD-847154"},order_status,order_management,neutral,high,Let me pull up your order details. Your order is currently at the warehouse and will be dispatched shortly.,,lookup_order_by_id,no,P4,0.8312208080937468,645
conv_703,user_7124,sess_5858,2025-06-10T12:25:16.447751,mobile_app,en,desktop,returning,1,,when can i book,{},appointment_booking,scheduling,neutral,medium,"I can book an appointment for you. Please share your preferred date, time, and the type of appointment needed.",,check_availability_calendar,no,P3,0.7561946623576848,1093
conv_845,user_6828,sess_5861,2025-08-01T12:25:16.452245,mobile_app,en,desktop,returning,1,,i have a complaint,{},feedback,feedback_and_general,positive,medium,That's wonderful to hear! Your kind words mean a lot to the whole team. We'll keep up the good work!,,log_feedback_ticket,no,P3,0.954934620000796,1857
conv_628,user_3222,sess_5863,2025-06-12T12:25:16.445287,web,en,desktop,new,1,,premium session booking,{},appointment_booking,scheduling,neutral,low,"Let me check availability. What date were you thinking, and do you have a time preference?",,check_availability_calendar,no,P4,0.7111180481377615,1521
conv_1316,user_5094,sess_5866,2025-11-22T12:25:16.468142,web,en,mobile,new,1,,customer service number,{},human_agent,escalation,neutral,low,I understand you'd like to speak with a human agent. I'm transferring you now — please hold.,,transfer_to_live_agent,yes,P2,0.7934366108667277,1528
conv_1201,user_3982,sess_5867,2025-05-01T12:25:16.464512,web,en,desktop,new,1,,fedex ups usps,{},shipping_info,order_management,neutral,low,We ship via several carriers. Delivery times depend on your location. Would you like to enter your postcode for an estimate?,,fetch_shipping_rates,no,P4,0.8592978732647272,1318
conv_1134,user_9491,sess_5868,2026-04-18T12:25:16.462273,web,en,tablet,new,1,,outstanding help,{},thanks,conversation_flow,neutral,low,Happy to help! Is there anything else you need today?,,check_if_resolved,no,P4,0.8984702474534407,1334
conv_74,user_5333,sess_5892,2025-05-13T12:25:16.426063,chat,en,tablet,new,1,,find order without order number ORD-772221,{"order_id": "ORD-772221"},order_status,order_management,neutral,high,Let me pull up your order details. Your order is currently at the warehouse and will be dispatched shortly.,,lookup_order_by_id,no,P4,0.7670577129660953,1583
conv_320,user_4580,sess_5920,2025-06-20T12:25:16.434875,email,en,mobile,returning,1,,payment wont go through,{},billing_issue,billing_and_payments,positive,low,No worries! Billing issues can sometimes happen. I'll review your account and get it sorted.,,review_billing_account,no,P4,0.7905273007750163,623
